player_key,username,title,country_code,country_name,continent
6090,Kavw,,,,
6091,jugoslav,,RS,Serbia,Europe
6092,rels,,RU,Russia,Europe
6093,Benodo,,,,
6094,xx50,,,,
6095,mabinogi,,,,
6096,chessgold,,,,
6097,pablo0416,,UY,Uruguay,South America
6098,Mountebank,,,,
6099,ElMasMejor,,,,
6100,wilsonbejarano,,VE,Venezuela,South America
6101,Dmitriy555,,,,
6102,-siimiieicalul-,,,,
6103,Florentino,,ZZ,Unknown,World
6104,Alnmn,,,,
6105,Radillo,,,,
6106,russello,,,,
6107,prv1979,,,,
6108,HulkHogan,,FR,France,Europe
6109,sherlock-holmes22,,,,
6110,akcedes,,,,
6111,chiken,,,,
6112,GreenSmileMafia,,,,
6113,Mo-frj,,IR,Iran,Asia
6114,bebaa,,BA,Bosnia and Herzegovina,Europe
6115,obanebane,,GR,Greece,Europe
6116,dago,,,,
6117,Gerenimo,,,,
6118,m_mahmoud,,,,
6119,aroniowa,,PL,Poland,Europe
6120,mattlink,,,,
6121,DesGun,,,,
6122,socraticmethod,,,,
6123,nikolas64,,,,
6124,MatG,,FR,France,Europe
6125,Zhilenkov,,,,
6126,aliammor,,,,
6127,Medrado,,BR,Brazil,South America
6128,lacio,,,,
6129,peepos1er,,,,
6130,bensh,,,,
6131,MrVersus,,,,
6132,tsiri55,,,,
6133,aco031,,,,
6134,Amanuense69,,,,
6135,zulfi,,,,
6136,vidos69,,,,
6137,kera414,,,,
6138,yjunior13000,,,,
6139,lau65,,,,
6140,Starline18,,,,
6141,snoon,,PL,Poland,Europe
6142,heatsticks,,,,
6143,IvanDavid,,,,
6144,babaji,,,,
6145,JORGELUIS08,,EC,Ecuador,South America
6146,Fensy,,RU,Russia,Europe
6147,bluntpass,,,,
6148,Ray8,,,,
6149,Bradonja,,,,
6150,mohsaset6,,,,
6151,beckettrb,,,,
6152,nanousti,,,,
6153,JessW,,,,
6154,vertical8,,,,
6155,peternc,,,,
6156,jipso,,PE,Peru,South America
6157,peterbreeze,,,,
6158,lude,,,,
6159,NevSky,,,,
6160,enzo9607,,,,
6161,Osaka,,,,
6162,aliiiiiii,,,,
6163,gelu_mioara,,,,
6164,peterrock,,,,
6165,burcm,,TR,Turkey,Asia
6166,luchess,,,,
6167,Timexs,,BR,Brazil,South America
6168,Anubi,,,,
6169,Barent,,,,
6170,denden_gra,,,,
6171,SmartArse,,,,
6172,viejohermes00,,,,
6173,KmPeon,,,,
6174,corbari,,,,
6175,superpollo,,,,
6176,Jacot00,,,,
6177,cruzazul1,,MX,Mexico,North America
6178,Kakashi-Sensei,,,,
6179,alternatif,,,,
6180,eggsnbacon,,,,
6181,grillo131,,,,
6182,masder,,,,
6183,soldado7861,,,,
6184,Charles_Martel,,CA,Canada,North America
6185,klanxs,,,,
6186,Corgin,,,,
6187,flob84,,,,
6188,Dylan741,,,,
6189,Schwert,,ES,Spain,Europe
6190,S4N0I,,,,
6191,MarioJacome,,EC,Ecuador,South America
6192,TheFlow,,,,
6193,Galmonte,,DO,Dominican Republic,North America
6194,vitula,,,,
6195,didulia2,,,,
6196,Pitrinu,,FR,France,Europe
6197,geobadger,,US,United States,North America
6198,cheesedout,,,,
6199,askard,,,,
6200,jono11,,,,
6201,vujacicm,,SI,Slovenia,Europe
6202,wilkersena,,BR,Brazil,South America
6203,lashawn246810,,,,
6204,miki84,,,,
6205,netuno,,,,
6206,lindogatito,,ES,Spain,Europe
6207,Fra333,,,,
6208,KORGOTH,,,,
6209,sciraider,,,,
6210,RedPower,,,,
6211,osmankursadd,,,,
6212,Hen3ry,,,,
6213,cuprite,,,,
6214,DevilDance,,IR,Iran,Asia
6215,Doctor_Wolfox,,,,
6216,DaSilva,,,,
6217,Zahubitel,,SK,Slovakia,Europe
6218,ogulcan95,,,,
6219,clooney075,,,,
6220,Stanjes,,RS,Serbia,Europe
6221,TheLlamaLord,NM,US,United States,North America
6222,Amilcar_Hdez1,,,,
6223,gerricio,,,,
6224,yaamiralmomnin1393,,,,
6225,A-777,,,,
6226,Dudu96,,BR,Brazil,South America
6227,rubentrepanos,,,,
6228,ikac_kg90,,,,
6229,spillsmusic,,,,
6230,alex64,,,,
6231,Thomas_J,,,,
6232,Gagagagsgg,,,,
6233,lermpraz,,,,
6234,Badooloco,,,,
6235,excluzive,,,,
6236,sacha-19683,,,,
6237,tristanpvdc,,FR,France,Europe
6238,Mellifluo,,IT,Italy,Europe
6239,FinkelFrand,,,,
6240,mhpointfr,,FR,France,Europe
6241,neaz,,,,
6242,wild-girl,,,,
6243,greffereindhomme,,,,
6244,Nerfer,,RU,Russia,Europe
6245,antony2015,,,,
6246,magnus4000,,,,
6247,QuantiqTime01,,,,
6248,elpixi,,,,
6249,SORA01,,,,
6250,Szatan,,,,
6251,Vibov,,PL,Poland,Europe
6252,Sano1,,,,
6253,chalito85,,,,
6254,Deriznogod,,,,
6255,semax,,,,
6256,bauerqueen,,,,
6257,Laluchna,,PL,Poland,Europe
6258,viwi,,,,
6259,UncrownedRoyalty,,,,
6260,droninc,,,,
6261,aggarcim,,,,
6262,Ukiteru24,,,,
6263,luisarandaga,,,,
6264,chudy,,,,
6265,Nonexistent,,,,
6266,Poker22,,UY,Uruguay,South America
6267,KraftyDinner,,CA,Canada,North America
6268,Hamideps,,IR,Iran,Asia
6269,FredPalakon,,,,
6270,JRCons,,ES,Spain,Europe
6271,FDog,,,,
6272,staraciotti,,,,
6273,sksolberg,,,,
6274,jpm1988,,,,
6275,strela570,,,,
6276,ivandjura,,,,
6277,tiger_wood,,,,
6278,jausa,,,,
6279,Mta11,,PL,Poland,Europe
6280,wave_wall,,,,
6281,tosakyma,,,,
6282,SERGEICH,,ST,Sao Tome and Principe,Africa
6283,anestis,,GR,Greece,Europe
6284,zarkii,,,,
6285,almartinez,,,,
6286,GreyRA139,,,,
6287,shiro24,,,,
6288,i_love_messi,,,,
6289,x_dmb,,RU,Russia,Europe
6290,Noobnum01,,,,
6291,xarebajibuti,,,,
6292,kqnqryq,,TR,Turkey,Asia
6293,KillingKittens,,,,
6294,bohys,,CZ,Czech Republic,Europe
6295,black_jack,,AL,Albania,Europe
6296,pac2103,,RS,Serbia,Europe
6297,banqo,,,,
6298,Kromer,,US,United States,North America
6299,juar,,AR,Argentina,South America
6300,shaby,,,,
6301,granagieldziePL,,PL,Poland,Europe
6302,vidanut,,,,
6303,TUMUEVES,,,,
6304,m-tuzel,,TR,Turkey,Asia
6305,daki36,,,,
6306,anto_007,,BA,Bosnia and Herzegovina,Europe
6307,IsaG,,,,
6308,Oporowiec,,,,
6309,AK_47,,,,
6310,nimcoindijanac,,,,
6311,sdiqx,,,,
6312,equatorbear,,,,
6313,vecko,,RS,Serbia,Europe
6314,volkarg,,,,
6315,Bikfoot,LM,NL,Netherlands,Europe
6316,nyppii,,RU,Russia,Europe
6317,Fotinya,,RU,Russia,Europe
6318,leegillard,,,,
6319,Emeri,,,,
6320,rookie28,,,,
6321,demetrio,,RU,Russia,Europe
6322,dosug111,,RU,Russia,Europe
6323,aurelius152,,,,
6324,Marko62,,,,
6325,Giovanni-91,,,,
6326,taioba,,,,
6327,FlapJack123,,,,
6328,pierig,,,,
6329,rmandraque,,,,
6330,grimus,,US,United States,North America
6331,jd22,,,,
6332,enex,,,,
6333,treehugger,,,,
6334,dubois,,MX,Mexico,North America
6335,aprendis,,,,
6336,msliwka,,,,
6337,Twista,,,,
6338,WASDx,,SE,Sweden,Europe
6339,huebert,,,,
6340,Slayzer,,RS,Serbia,Europe
6341,RemyPL,,,,
6342,Voloshko7077,,,,
6343,vas1945,,UA,Ukraine,Europe
6344,Argus512,,,,
6345,zmixi,,,,
6346,tocacar,,,,
6347,Fissher,,,,
6348,Tvivelaktig,,,,
6349,pizdUA2015,,,,
6350,MRaygada,,PE,Peru,South America
6351,cofo,,,,
6352,Peoncete,,,,
6353,LordButternoodles,,US,United States,North America
6354,koki54,,RS,Serbia,Europe
6355,iavbbm,,CL,Chile,South America
6356,chessmaster_007,,,,
6357,rok2007,,,,
6358,saladlike,,,,
6359,GOVLAMIX3,,RU,Russia,Europe
6360,utyta,,,,
6361,Sigaar,,,,
6362,utsthapa,,,,
6363,yahya1359,,AF,Afghanistan,Asia
6364,you123,,,,
6365,Doctor_WHO_13,,IT,Italy,Europe
6366,G254,,,,
6367,tfvhfvb,,,,
6368,pebraham,,GB,United Kingdom,Europe
6369,Taktikko,,ZZ,Unknown,World
6370,wolfbrother77,,,,
6371,duducxi,,BR,Brazil,South America
6372,fl4viettoasr1,,,,
6373,Jolex,,,,
6374,xecitioner,,,,
6375,Bujanlinov,,,,
6376,rubenpinus,,,,
6377,GMAlekhy,,,,
6378,arnaudlecon,,,,
6379,Rafik55,,,,
6380,Teuteu_67,,,,
6381,sqsinger1123,,,,
6382,joaomclsousa,,,,
6383,bulenthoca,,,,
6384,baronfo,,,,
6385,Godenkind,,,,
6386,joatmon,,US,United States,North America
6387,rick,,,,
6388,luzhin90,,IT,Italy,Europe
6389,Thomashikamaru,,,,
6390,BhitMi,,,,
6391,DET-UA,,UA,Ukraine,Europe
6392,bestjudge,,,,
6393,bagur,,,,
6394,samim_jaan,,,,
6395,Salamander_Eins,,,,
6396,alkhane,,,,
6397,refreshingdrink,,,,
6398,sadymad,,,,
6399,mateentres,,,,
6400,Shabadasya,,UA,Ukraine,Europe
6401,miraqe2,,,,
6402,KingStayKing,,US,United States,North America
6403,Arquichess,,,,
6404,zazafras,,,,
6405,EDPAUL,,,,
6406,Seredhel,,NL,Netherlands,Europe
6407,sharghi,,,,
6408,GoodGamerPro,,,,
6409,Katsam-Put,,,,
6410,marius1985,,,,
6411,tonycitrini,,,,
6412,janlavan,,,,
6413,johnjohn45,,,,
6414,skkl,,,,
6415,Lewissoft,,,,
6416,bjoerni,,,,
6417,Alex25,,,,
6418,yaamirolmomnin1,,,,
6419,ejios6,,ES,Spain,Europe
6420,serjlad,,,,
6421,robis,,,,
6422,Catch,,,,
6423,ghazko2000,,,,
6424,xmodey,,ME,Montenegro,Europe
6425,bones926,,,,
6426,Shadowless,,,,
6427,kriter,,,,
6428,TheEndGame,,,,
6429,XoceanX,,,,
6430,cris2015,,,,
6431,mart74,,,,
6432,felipeaq,,,,
6433,raavur,,SE,Sweden,Europe
6434,ALMACHESS,,,,
6435,berdov,,,,
6436,Outperforming,,,,
6437,marcel1963,,UY,Uruguay,South America
6438,yaamirolmomnin,,,,
6439,cleptomano,,,,
6440,olivier_poplan,,US,United States,North America
6441,Xibir,,,,
6442,fadelinho,,MA,Morocco,Africa
6443,girvan,,,,
6444,jj_30,,,,
6445,tkmn06,,,,
6446,Volkov2143,,,,
6447,asilver,,,,
6448,Ikre,,SE,Sweden,Europe
6449,Permutater,,DE,Germany,Europe
6450,kama2,,,,
6451,mufarge,,US,United States,North America
6452,asars,,,,
6453,erictheread,,,,
6454,rimrock,,IR,Iran,Asia
6455,kaihan1998,,GB,United Kingdom,Europe
6456,brumpfschmlog,,,,
6457,Chessmotive,,IT,Italy,Europe
6458,Alin86,,,,
6459,SirWinner,,IT,Italy,Europe
6460,ZenCu,,,,
6461,Nimzozo,,UA,Ukraine,Europe
6462,Rafael67,,,,
6463,TYER234,,,,
6464,Trening,,,,
6465,kirtalaaaa,,,,
6466,giladbr,,IL,Israel,Asia
6467,RogerMaster,,AR,Argentina,South America
6468,alecster,,,,
6469,sejk09,,,,
6470,huwster,,GB,United Kingdom,Europe
6471,joko010,,RS,Serbia,Europe
6472,Weckipecki,,,,
6473,Csdavis94,,,,
6474,yaamirolmomnin0,,,,
6475,whyalwaysme,,FR,France,Europe
6476,davleogongar,,PE,Peru,South America
6477,Silverio,,,,
6478,ario,,,,
6479,Milan01,,,,
6480,hansk,,,,
6481,dvi,,,,
6482,raiken2,,CA,Canada,North America
6483,Schneeeeller,,,,
6484,mandlebrot,,,,
6485,batoutofhell,,,,
6486,titoo,,,,
6487,fff1234567,,RU,Russia,Europe
6488,pgarcia,,FR,France,Europe
6489,iUsedToHaveAlife,,,,
6490,diddlemethis,,,,
6491,fare,,,,
6492,RafaMantilla,,CO,Colombia,South America
6493,RossolimoRauser,,,,
6494,Datbug,,GB,United Kingdom,Europe
6495,Orning,,,,
6496,melamber777,,CZ,Czech Republic,Europe
6497,flowerinpollution,,,,
6498,philidov,,,,
6499,yass69,,,,
6500,andryutz10,,,,
6501,count-chessula,,,,
6502,chess234,,,,
6503,Ross21,,,,
6504,kerolus,,,,
6505,night_ow1,,US,United States,North America
6506,tvadpung,,,,
6507,belmin,,,,
6508,arezina,,,,
6509,slipenko,,,,
6510,kalasof,,CH,Switzerland,Europe
6511,razvan345,,,,
6512,rfw,,ID,Indonesia,Asia
6513,gigantchess,,LT,Lithuania,Europe
6514,poulinette,,,,
6515,martinthefatso,,NO,Norway,Europe
6516,ccihangirr,,,,
6517,Masoretes,,,,
6518,ArashMind,,IR,Iran,Asia
6519,Muri365,,,,
6520,tm_fusion,,US,United States,North America
6521,Mohammad_p,,IR,Iran,Asia
6522,wallykowalsky,,,,
6523,Cascatablu,,IT,Italy,Europe
6524,Adgrp229,,RU,Russia,Europe
6525,ant1999chess,,,,
6526,zikatrala,,,,
6527,Kaper13,,UA,Ukraine,Europe
6528,duduasc,,BR,Brazil,South America
6529,Fagner,,,,
6530,alphaumi,,BG,Bulgaria,Europe
6531,scuzzi,,,,
6532,roccosiffredi,,,,
6533,voctorio2166055,,,,
6534,wwi8,,,,
6535,Yaqirah,,,,
6536,huesorov,,,,
6537,crudo32,,,,
6538,Molcon,,,,
6539,ChessDaddy,,HR,Croatia,Europe
6540,murphy,,RU,Russia,Europe
6541,Hisoka4_4,,FR,France,Europe
6542,camozzi,,,,
6543,drzymek_1,,,,
6544,sofia23058,,UY,Uruguay,South America
6545,certBOYS,,,,
6546,beerpatzer,,CA,Canada,North America
6547,JGCA,,,,
6548,orfloro78,,AR,Argentina,South America
6549,marcind,,,,
6550,Antiputin,,,,
6551,Chessgamertag,,,,
6552,Ikcorwan,,,,
6553,johnbechess,,,,
6554,Ayoubim,,,,
6555,mazzucco,,,,
6556,bel_arte,,BR,Brazil,South America
6557,senpaiKa,,,,
6558,varelita,,,,
6559,bardloun,,,,
6560,liana,,,,
6561,kubakuba,,PL,Poland,Europe
6562,PRSA,,,,
6563,skybuilder27,,,,
6564,Bigprof8,,,,
6565,meowingtons,,,,
6566,ironliver,,,,
6567,AxiomsAndProof,,GB,United Kingdom,Europe
6568,RoyBatty,,,,
6569,noobsaibot2,,,,
6570,bichopebitou,,FR,France,Europe
6571,trebejador,,ES,Spain,Europe
6572,beginer111,,,,
6573,Jagranaska,,,,
6574,Cross33,,GR,Greece,Europe
6575,Semmel,,,,
6576,SAIROHITH,,,,
6577,Saltikovo,,RU,Russia,Europe
6578,pomber,,AR,Argentina,South America
6579,JessePinkman_BB,,BR,Brazil,South America
6580,Bombullinat,,,,
6581,oldboy01,,,,
6582,jmac26,,,,
6583,blitzkiss,,,,
6584,Gabchess,,BR,Brazil,South America
6585,fazc,,,,
6586,DelcBau,,PE,Peru,South America
6587,Troia1990,,,,
6588,boxmen,,RS,Serbia,Europe
6589,Marcelldavis,,,,
6590,zimboumpatatras,,,,
6591,el_gomosek2000,,BY,Belarus,Europe
6592,jhony,,,,
6593,BakingSoda,,US,United States,North America
6594,smi9li,,,,
6595,GabrielJQ,,,,
6596,jhoseploco,,,,
6597,mohamed2012,,EG,Egypt,Africa
6598,uropost,,,,
6599,yusufdalar,,,,
6600,knuterut,,,,
6601,manaspaldhe12,,IN,India,Asia
6602,granpedone,,IT,Italy,Europe
6603,frella,,,,
6604,seydehashmi,,,,
6605,gino38,,FR,France,Europe
6606,Boletov,,,,
6607,Gibrichess,,ES,Spain,Europe
6608,otto3,,,,
6609,malinuragin,,,,
6610,miki1956,,,,
6611,lilas,,CH,Switzerland,Europe
6612,Bobxadrez,,,,
6613,acryd,,US,United States,North America
6614,Gleb_Bondarchuk,,RU,Russia,Europe
6615,Boris_Zanzibar,,,,
6616,tracekc,,US,United States,North America
6617,dgn21,,TR,Turkey,Asia
6618,ErkinKoray,,BR,Brazil,South America
6619,SOLODSV72,,RU,Russia,Europe
6620,Amilcar_Hdez20,,,,
6621,hyk,,,,
6622,bronsteniano,,,,
6623,JESUSKING,,,,
6624,wowa1963,,,,
6625,Dreyrex,,,,
6626,Ketx,,,,
6627,josimariomarkes,,,,
6628,clorador,,,,
6629,nokinzee,,,,
6630,pratikno16,,,,
6631,lincepurple,,AR,Argentina,South America
6632,Kounamouta,,,,
6633,shamiknag,,IN,India,Asia
6634,AnonymousN,,US,United States,North America
6635,spydell19,,RU,Russia,Europe
6636,Daddylonglegs,,AU,Australia,Oceania
6637,elduffi,,ES,Spain,Europe
6638,yawn3,,JP,Japan,Asia
6639,breves,,,,
6640,Lerelliz,,RU,Russia,Europe
6641,fabriziov,,,,
6642,Afabog09,,,,
6643,aoa2,,,,
6644,messchess,,,,
6645,victorbita,,,,
6646,Twx,,AU,Australia,Oceania
6647,KeyGrush,,,,
6648,Noduz,,,,
6649,needles_3,,,,
6650,elcordobes,,AR,Argentina,South America
6651,zadiriev,,RU,Russia,Europe
6652,maddog75,,,,
6653,farfallasolitaria,,,,
6654,polyphase,,US,United States,North America
6655,NattePruim,,,,
6656,Tsi,,,,
6657,nesto2,,,,
6658,kevinmeneses,,,,
6659,deepbishop,,,,
6660,Humpo,,,,
6661,Rostislav_2000,,RU,Russia,Europe
6662,dali7,,,,
6663,lillero,,,,
6664,wilsonBR,,,,
6665,khalil_ji,,,,
6666,jugger,,RU,Russia,Europe
6667,milindsg,,,,
6668,Mastermoise,,,,
6669,SypherV,,,,
6670,GOVLAMIX4,,RU,Russia,Europe
6671,adamtippp,,,,
6672,Vivalamusica,,ES,Spain,Europe
6673,potok,,,,
6674,Talassa,,,,
6675,king_loser,,,,
6676,hacosta,,,,
6677,GICIK,,,,
6678,xbiotex,,,,
6679,rated78,,IT,Italy,Europe
6680,bispodoido,,,,
6681,ali125,,,,
6682,shahta27,,,,
6683,kim_13,,RU,Russia,Europe
6684,Tsiri86,,,,
6685,paquiton96,,MX,Mexico,North America
6686,acegrey,,,,
6687,leeverly,,,,
6688,hercule-poivrot,,FR,France,Europe
6689,ohdy,,,,
6690,alperkent,,TR,Turkey,Asia
6691,penkovm,,,,
6692,astronautcaptain,,RO,Romania,Europe
6693,Ardeshirpour,,IR,Iran,Asia
6694,MyPropellerWontSpin,,,,
6695,dildor,,,,
6696,joselarralde,,,,
6697,jaskolek,,,,
6698,FrogPrince,,DE,Germany,Europe
6699,lunas,,,,
6700,zuninjo,,,,
6701,lau3,,AR,Argentina,South America
6702,adardore,,IT,Italy,Europe
6703,rusom,,,,
6704,HB73,,IR,Iran,Asia
6705,kkkkhfuych,,,,
6706,iAmYou,,,,
6707,dluise,,PH,Philippines,Asia
6708,santosbarret,,,,
6709,strata,,VE,Venezuela,South America
6710,laotakaw,,,,
6711,JOPA777,,MX,Mexico,North America
6712,danetosic1,,,,
6713,doddi,,IS,Iceland,Europe
6714,Markozir,,,,
6715,lobo1904,,,,
6716,jcarmo,,BR,Brazil,South America
6717,KeepYourPowderDry,,AT,Austria,Europe
6718,cerroramon,,,,
6719,Voyager2,,PL,Poland,Europe
6720,Layrow,,GR,Greece,Europe
6721,lonelytylenol,,,,
6722,emigrant_bird,,IR,Iran,Asia
6723,TCF_Megawhoop,,US,United States,North America
6724,diobuono,,,,
6725,xst7,,,,
6726,someday777777,,,,
6727,sugarshaker,,TR,Turkey,Asia
6728,inthisposition,,,,
6729,Dionisius,,BR,Brazil,South America
6730,Gramudin,,,,
6731,milomirgsp,,,,
6732,galoistheory,,US,United States,North America
6733,Frozenmud,,,,
6734,dd56,,,,
6735,Artyumchik,,,,
6736,coadaderechin,,RO,Romania,Europe
6737,arianitlu,,,,
6738,ChickWeener,,US,United States,North America
6739,KramerK15,,,,
6740,SergeyR,,RU,Russia,Europe
6741,Jbramel,,US,United States,North America
6742,yakup72,,,,
6743,AlekPiz,,,,
6744,Reily,,SE,Sweden,Europe
6745,grom94,,,,
6746,Atlec,,CX,Christmas Island,Oceania
6747,JJGonzalez,,US,United States,North America
6748,dragan500,,HR,Croatia,Europe
6749,zamuradnisa,,PK,Pakistan,Asia
6750,Ostap_Bender_2014,,,,
6751,hkamshad,,IR,Iran,Asia
6752,Woodham,,US,United States,North America
6753,DeminID2015,,,,
6754,pawnfractal,,GB,United Kingdom,Europe
6755,G-M-Irish-Potato,,,,
6756,uglysweater,,,,
6757,Reck,,GB,United Kingdom,Europe
6758,javierzorrilla,,CO,Colombia,South America
6759,S302,,,,
6760,kudllatek,,,,
6761,jeffreyq2,,NL,Netherlands,Europe
6762,arthur101,,US,United States,North America
6763,achter,,PL,Poland,Europe
6764,Alexanderoso,,,,
6765,LangsamA,,US,United States,North America
6766,ehsan699,,,,
6767,OooSupr3m3ooO,,,,
6768,FONTANELO,,,,
6769,paiefilho,,,,
6770,hemaster2,,RU,Russia,Europe
6771,kobrasss,,,,
6772,hajre_kakanj,,,,
6773,hamidhayati,,,,
6774,giumag,,IT,Italy,Europe
6775,Trtak,,,,
6776,r0l3t3,,,,
6777,Tuyn,,,,
6778,ongeanka,,,,
6779,MUGATU,,,,
6780,tyrcho,,FR,France,Europe
6781,forest_aa,,,,
6782,Mi1,,SK,Slovakia,Europe
6783,u_have_already_lost,,,,
6784,anoneal01,,,,
6785,charifachraf,,,,
6786,ripi22,,,,
6787,ricdac,,IT,Italy,Europe
6788,chemnut,,,,
6789,BlackSheeep,,CZ,Czech Republic,Europe
6790,Flourish,,AR,Argentina,South America
6791,eatchipss,,GB,United Kingdom,Europe
6792,aledokd,,,,
6793,butvitalik,,,,
6794,elementx79,,CA,Canada,North America
6795,worldchess365,,DE,Germany,Europe
6796,liamwb,,AU,Australia,Oceania
6797,aleksa961,,RS,Serbia,Europe
6798,Ricky2000,,,,
6799,bobbytal,,BR,Brazil,South America
6800,miguelspain,,,,
6801,Gischo,,,,
6802,pfowler,,,,
6803,SophiaKadaj,,,,
6804,makoudad,,,,
6805,laura2,,,,
6806,lichesssamsung,,PL,Poland,Europe
6807,Junstealth,,,,
6808,Peter1953,,,,
6809,Vagabondo,,,,
6810,PadreJBO,,DE,Germany,Europe
6811,BobCricket01,,SK,Slovakia,Europe
6812,mirami,,,,
6813,shabrag,,,,
6814,ChrisDunne,,,,
6815,gmport,,,,
6816,lucas_dickason,,AR,Argentina,South America
6817,zaharof2010,,,,
6818,irinas,,,,
6819,gorneto,,,,
6820,trekronor,,BG,Bulgaria,Europe
6821,13rincewind13,,,,
6822,ozgurov,,,,
6823,FrancoValussi,,,,
6824,flacometal,,AR,Argentina,South America
6825,djembemark,,GB,United Kingdom,Europe
6826,Ilton2015,,,,
6827,jimcube27,,SE,Sweden,Europe
6828,potito,,,,
6829,Grabek33,,,,
6830,ebogursky,,,,
6831,gully,,US,United States,North America
6832,Dondiego,,BR,Brazil,South America
6833,danid,,,,
6834,Alekziz12,,,,
6835,ayousar,,,,
6836,CharlesBukowski,,IT,Italy,Europe
6837,whoareu,,,,
6838,Osanti,,AR,Argentina,South America
6839,esparzaesc72,,,,
6840,mcn13,,DE,Germany,Europe
6841,Beefstick,,,,
6842,Le_Leviatan,,,,
6843,Jasper20,,,,
6844,felipeaq1999,,BR,Brazil,South America
6845,carlosbj828,,,,
6846,S1DN31,,,,
6847,Wiraqucha,,,,
6848,Kurtuba144,,,,
6849,RaulCG59,,,,
6850,emjot,,,,
6851,sina-nzar,,,,
6852,khaos34,,,,
6853,Pietjes,,,,
6854,BeStupid,,,,
6855,willbesage,,,,
6856,fisheraitak,,,,
6857,jose_sky_1233,,,,
6858,juniortropical,,,,
6859,topic,,,,
6860,Ruslmen,,RU,Russia,Europe
6861,bizon1967,,PL,Poland,Europe
6862,jurjan,,,,
6863,zivkoj,,,,
6864,Gajzer21,,BA,Bosnia and Herzegovina,Europe
6865,andreramosneves,,BR,Brazil,South America
6866,daksit54,,,,
6867,mirek38,,,,
6868,leoloren,,AR,Argentina,South America
6869,hp6530b,,,,
6870,stjepanrogic,,,,
6871,Peruvian,,,,
6872,Geoffrey36,,,,
6873,vander18,,,,
6874,kraft,,,,
6875,IAleXcampOS,,BR,Brazil,South America
6876,memming,,KR,South Korea,Asia
6877,p014ri5,,,,
6878,bojanv55,,,,
6879,stubaldragoslav,,,,
6880,minimiseregret,,,,
6881,riiton,,,,
6882,keyvan260,,IR,Iran,Asia
6883,chessechecker,,,,
6884,ecuarus,,RU,Russia,Europe
6885,funkjazzmota,,,,
6886,thisinsuranceguy,,,,
6887,ggz,,,,
6888,youpiyoupla,,,,
6889,marcusgardner,,,,
6890,IonParticles,,,,
6891,ThoughLife,,,,
6892,ruebezahl,,,,
6893,straszliwiec,,,,
6894,fran123456,,,,
6895,mevlutarikan,,TR,Turkey,Asia
6896,azertyu1234,,,,
6897,Nibzy,,,,
6898,Mashi,,US,United States,North America
6899,dirogu,,ES,Spain,Europe
6900,SanAndrea,,,,
6901,Newarker,,,,
6902,catbuskris,,GB,United Kingdom,Europe
6903,chess_Loco,,,,
6904,ArenRN77,,US,United States,North America
6905,kukikuki,,DE,Germany,Europe
6906,azad22,,,,
6907,fahita93,,EG,Egypt,Africa
6908,rostroz,,,,
6909,Jahdoube_S4,,,,
6910,monkeylard,,,,
6911,g72g,,,,
6912,gracjan,,,,
6913,paleros,,,,
6914,realrate,,,,
6915,abenkr01,,,,
6916,pxp,,CA,Canada,North America
6917,jroyos,,,,
6918,jorao50,,,,
6919,GainingMotivation,,,,
6920,esomerville1,,,,
6921,davinci1,,PT,Portugal,Europe
6922,andreale,,,,
6923,danila,,,,
6924,Yanoko_K,,,,
6925,gasgas1,,,,
6926,jmr26,,,,
6927,Virginio13,,,,
6928,Pawn-Destroyer,,US,United States,North America
6929,DashaPerova,,,,
6930,Aery,,,,
6931,jjch,,CR,Costa Rica,North America
6932,angry-kaktus,,,,
6933,wingdings,,,,
6934,yhk,,,,
6935,Sija,,PL,Poland,Europe
6936,geckob,,,,
6937,rosman63,,US,United States,North America
6938,flamehead,,,,
6939,platito_de_lefa,,,,
6940,trickydick,,,,
6941,falanx,,,,
6942,jlsilveira,,,,
6943,BangSharp,,,,
6944,kamchatka61,,,,
6945,Jorlu,,BR,Brazil,South America
6946,cino,,,,
6947,lepicurien,,CA,Canada,North America
6948,kjf,,,,
6949,nayashl,,,,
6950,vilassarxavi,,,,
6951,Torturous,,,,
6952,aristillusbas,,AR,Argentina,South America
6953,prcmala,,,,
6954,Chessvesterson,,,,
6955,tutoyx,,,,
6956,samuel20,,VE,Venezuela,South America
6957,PhillyMill1992,,,,
6958,Lapera,,,,
6959,vik001,,,,
6960,helenohsb,,BR,Brazil,South America
6961,daviddol,,IT,Italy,Europe
6962,mironi,,GE,Georgia,Asia
6963,paerstymer,,,,
6964,Heatran,,,,
6965,JRCLARO,,,,
6966,angeange,,,,
6967,LucaZak,,US,United States,North America
6968,ckif8,,RU,Russia,Europe
6969,mathograph,,,,
6970,ReginaBottana,,,,
6971,Nathane83,,,,
6972,mikaone,,,,
6973,ejbistu,,,,
6974,Daniyar28,,,,
6975,RussianMaverik,,,,
6976,Sparviere,,,,
6977,aslk,,,,
6978,sekerlama,,SE,Sweden,Europe
6979,Lamihov,,RU,Russia,Europe
6980,NEW1212,,,,
6981,malto,,,,
6982,Krzynied,,,,
6983,Slava1974,,RU,Russia,Europe
6984,kasposinov,,EC,Ecuador,South America
6985,nivde,,,,
6986,RAMerriam,,,,
6987,capasuzan,,BR,Brazil,South America
6988,fulisca,,IT,Italy,Europe
6989,rabbit199,,,,
6990,Ajedrecin,,,,
6991,amuhic,,SI,Slovenia,Europe
6992,SteveHouses,,,,
